Kingdom	Phylum	Class	Order	Family	Genus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neomicrosphaeropsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Robillarda
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta
Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Amyloporia
Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Coniolariella
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe
Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Arxiella
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Neophaeomoniella
Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Pseudohyphozyma
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix
Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Starmerella
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ampelomyces
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Heterospora
Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus
Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Subulicystidium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	Vexillomyces
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea
Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Lambertella
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA
Fungi	Glomeromycota	NA	NA	NA	NA
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Collophora
Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Phaeotheca
Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces
Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria
Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora
Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Mycoarthris
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cryptocline
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora
Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Chaetomella
Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	NA	NA
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Poaceicola
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma
Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Lapidomyces
Fungi	Ascomycota	Leotiomycetes	NA	NA	NA
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria
Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Phialemonium
Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia
Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Ceriporiopsis
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	NA
Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Gallowayella
Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Phacidium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium
Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	NA
Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema
Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideales_fam_Incertae_sedis	Hortaea
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Muriformistrickeria
Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvopluteus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Platystomum
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus
Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Clathrus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Libertasomyces
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Stolonocarpus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella
Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Efibulobasidium
Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Fusariella
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma
Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	NA	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Starmera
Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Paracylindrocarpon
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma
Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Veronaeopsis
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia
Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Immersidiscosia
Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Hansfordia
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia
Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Catenulostroma
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Parengyodontium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Davidiellomyces
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria
Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Kabatiella
Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Pseudopezicula
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Collembolispora
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Hazslinszkyomyces
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	NA
Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula
Fungi	Ascomycota	Lecanoromycetes	Candelariales	Candelariaceae	Candelaria
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma
Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae	Sphaerobolus
Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	NA
Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Populocrescentia
Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Magnohelicospora
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Constantinomyces
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Trimmatostroma
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Brunnipila
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Cyathus
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Bradymyces
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Argopericonia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Neofabraea
Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Sampaiozyma
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon
Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Neocatenulostroma
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Camarosporomyces
Fungi	Ascomycota	Dothideomycetes	Microthyriales	NA	NA
Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria
Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Phialemoniopsis
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Fonsecazyma
Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Condenascus
Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe
Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Arxotrichum
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	NA
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Sarcinomyces
Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella
Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Radulidium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Aequabiliella
Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Erratomyces
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Mycosymbioces
Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudombrophila
Fungi	Ascomycota	Leotiomycetes	Helotiales	Pleuroascaceae	Entimomentora
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Monticola
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Cinereomyces
Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudodictyosporium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria
Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Truncatella
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Calloria
Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Pseudomicrostroma
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Picoa
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ectophoma
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus
Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Hymenopleella
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Alpinaria
Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03	NA	NA
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Arthrocatena
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor
Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius
Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Cordana
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps
Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia
Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Polyscytalum
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Acrostalagmus
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora
Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Leiothecium
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Pilidiella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	NA
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces
Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus
Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Dissophora
Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomatales_fam_Incertae_sedis	Tilletiopsis
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Neobulgaria
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Italica
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus
Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Coronicium
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Meristemomyces
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phomatodes
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella
Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum
Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Anthracocystis
Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	NA
Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Lecania
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon
Fungi	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium
Fungi	Ascomycota	Laboulbeniomycetes	NA	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Wojnowiciella
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	NA
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces
Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium
Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Cystolepiota
Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Antennariella
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma
Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia
Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrype
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota
Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella
Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA
Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	NA
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	NA
Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	NA
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia
Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Hispidoconidioma
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma
Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Goffeauzyma
Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Celosporium
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa
Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_fam_Incertae_sedis	Sistotremastrum
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Uncobasidium
Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa
Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema
Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiales_fam_Incertae_sedis	Endosporium
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Roesleria
Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia
Fungi	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	NA
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Neocladosporium
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Extremaceae	Petrophila
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Moristroma
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Tubaria
